ID_Cliente,Cancelacion,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Meses_Contrato,Suscripcion_Servicio_Telefono,Suscripcion_Multiples_Lineas,Suscripcion_Servicio_Internet,Suscripcion_Seguridad_En_Linea,Suscripcion_Respaldo_En_Linea,Suscripcion_Proteccion_Dispositivo,Suscripcion_Soporte_Técnico,Suscripcion_TV_Streaming,Suscripcion_Películas_Streaming,Tipo_Contrato,Factura_Electronica,Metodo_Pago,Factura_Mensual,Cargos_Totales,Cuentas_diarias
0268-QKIWO,yes,Female,0,no,no,3,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Electronic check,19.75,58.85,0.7
0269-XFESX,no,Male,0,yes,yes,23,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,24.35,538.5,0.8
0270-THENM,no,Male,0,yes,yes,72,yes,yes,DSL,Yes,yes,yes,yes,no,no,Two year,no,Bank transfer (automatic),69.85,5102.35,2.3
0274-JKUJR,no,Male,0,yes,yes,7,no,no,DSL,Yes,yes,yes,no,yes,yes,Month-to-month,no,Mailed check,58.85,465.7,2.0
0277-BKSQP,no,Male,0,yes,yes,8,yes,no,DSL,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,54.4,475.1,1.8
0277-ORXQS,no,Male,0,yes,yes,66,no,no,DSL,No,no,no,yes,yes,yes,Two year,no,Bank transfer (automatic),50.55,3364.55,1.7
0278-YXOOG,yes,Male,0,no,no,5,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,21.05,113.85,0.7
0280-XJGEX,yes,Male,0,no,no,49,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),103.7,5036.3,3.5
0281-CNTZX,no,Male,0,yes,no,63,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),19.95,1234.8,0.7
0282-NVSJS,no,Female,1,yes,yes,12,no,no,DSL,No,no,no,yes,no,no,Month-to-month,yes,Mailed check,29.3,355.9,1.0
0285-INHLN,no,Male,0,yes,yes,27,yes,no,DSL,Yes,yes,no,no,no,no,Month-to-month,yes,Credit card (automatic),54.75,1510.3,1.8
0289-IVARM,no,Female,0,no,no,35,yes,no,DSL,Yes,yes,yes,no,no,no,Month-to-month,no,Electronic check,60.55,1982.6,2.0
0292-WEGCH,no,Female,0,yes,yes,54,yes,yes,DSL,No,yes,yes,yes,yes,yes,Month-to-month,yes,Electronic check,86.2,4524.05,2.9
0295-PPHDO,yes,Male,0,no,no,1,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,95.45,95.45,3.2
0295-QVKPB,no,Male,0,no,no,5,yes,no,DSL,No,no,yes,yes,yes,no,Month-to-month,yes,Credit card (automatic),63.95,318.1,2.1
0297-RBCSG,no,Male,0,no,no,19,yes,no,DSL,No,yes,no,yes,no,yes,One year,yes,Bank transfer (automatic),65.35,1231.85,2.2
0298-XACET,no,Male,0,yes,yes,52,no,no,DSL,No,yes,yes,yes,yes,no,Two year,no,Mailed check,50.2,2554.0,1.7
0301-FIDRB,no,Female,0,yes,yes,72,no,no,DSL,Yes,yes,yes,yes,yes,yes,Two year,yes,Bank transfer (automatic),63.8,4684.3,2.1
0301-KOBTQ,no,Male,0,no,no,32,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),20.05,614.45,0.7
0302-JOIVN,yes,Female,0,yes,no,8,yes,no,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,no,Electronic check,101.15,842.9,3.4
0303-UNCIP,no,Male,0,no,no,41,yes,yes,DSL,No,no,yes,no,no,yes,One year,no,Mailed check,65.0,2531.8,2.2
0303-WMMRN,no,Male,0,no,no,5,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Mailed check,19.25,86.05,0.6
0305-SQECB,no,Female,0,no,yes,11,no,no,DSL,Yes,no,no,yes,no,no,One year,yes,Mailed check,36.05,402.6,1.2
0306-JAELE,yes,Male,0,no,no,5,yes,no,Fiber optic,No,no,no,yes,yes,yes,Month-to-month,yes,Electronic check,96.1,453.4,3.2
0307-BCOPK,no,Female,0,no,no,16,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,19.05,326.65,0.6
0308-GIQJT,no,Male,1,no,no,71,yes,yes,Fiber optic,No,yes,no,yes,yes,yes,One year,no,Bank transfer (automatic),105.75,7382.85,3.5
0308-IVGOK,no,Female,0,no,no,11,no,no,DSL,No,yes,yes,yes,no,no,One year,yes,Credit card (automatic),40.4,422.6,1.3
0310-MVLET,yes,Female,0,yes,yes,61,yes,yes,Fiber optic,No,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,99.15,6010.05,3.3
0310-SUCIN,no,Female,0,yes,no,71,yes,no,DSL,Yes,yes,yes,yes,yes,yes,One year,yes,Bank transfer (automatic),84.8,6046.1,2.8
0310-VQXAM,no,Male,0,no,no,9,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.85,178.8,0.7
0311-QYWSS,no,Female,0,no,no,6,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,yes,Electronic check,49.45,314.6,1.6
0311-UNPFF,yes,Female,0,no,no,26,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),88.8,2274.35,3.0
0314-TKOSI,no,Female,0,no,no,6,yes,no,DSL,Yes,yes,no,no,no,no,Month-to-month,no,Mailed check,55.15,322.9,1.8
0315-LVCRK,no,Male,0,no,no,11,yes,no,Fiber optic,No,no,yes,no,no,yes,Month-to-month,no,Electronic check,84.8,888.75,2.8
0318-QUUOB,yes,Male,0,yes,no,1,yes,no,Fiber optic,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,80.55,80.55,2.7
0318-ZOPWS,no,Female,0,yes,no,49,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Bank transfer (automatic),20.15,973.35,0.7
0319-QZTCO,no,Female,0,yes,yes,3,yes,no,DSL,No,yes,no,no,yes,no,Month-to-month,yes,Credit card (automatic),58.7,168.6,2.0
0320-DWVTU,no,Female,0,no,no,53,yes,no,Fiber optic,Yes,yes,yes,yes,no,yes,Two year,no,Mailed check,99.5,5424.25,3.3
0320-JDNQG,yes,Male,0,yes,yes,23,yes,no,Fiber optic,Yes,no,no,yes,yes,yes,Month-to-month,yes,Electronic check,99.85,2331.3,3.3
0322-CHQRU,yes,Male,0,no,no,2,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Electronic check,45.35,89.5,1.5
0322-YINQP,yes,Male,0,no,no,1,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,yes,Mailed check,48.55,48.55,1.6
0323-XWWTN,no,Male,0,no,yes,3,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,26.4,121.25,0.9
0324-BRPCJ,yes,Female,1,yes,no,68,yes,yes,Fiber optic,No,yes,no,no,yes,yes,Month-to-month,yes,Electronic check,100.2,6851.65,3.3
0325-XBFAC,yes,Male,0,no,no,8,yes,no,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,94.7,740.3,3.2
0326-VDYXE,no,Female,0,yes,no,70,yes,yes,Fiber optic,No,no,yes,no,yes,yes,One year,yes,Electronic check,97.65,6982.5,3.3
0327-WFZSY,no,Male,0,yes,yes,39,yes,yes,Fiber optic,No,no,yes,no,yes,yes,One year,no,Electronic check,100.0,3835.55,3.3
0328-GRPMV,yes,Female,0,no,no,1,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,70.1,70.1,2.3
0329-GTIAJ,yes,Female,0,no,no,3,yes,no,Fiber optic,No,yes,no,yes,yes,yes,Month-to-month,yes,Electronic check,97.9,315.3,3.3
0330-BGYZE,no,Male,0,yes,no,60,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,One year,no,Bank transfer (automatic),102.5,6157.6,3.4
0330-IVZHA,yes,Female,0,yes,no,5,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,no,Electronic check,69.95,330.15,2.3
0334-GDDSO,yes,Male,1,no,no,3,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Electronic check,81.35,233.7,2.7
0334-ZFJSR,no,Female,0,yes,no,55,yes,yes,DSL,Yes,yes,no,yes,no,no,One year,yes,Credit card (automatic),66.05,3462.1,2.2
0336-KXKFK,no,Male,0,no,no,72,no,no,DSL,Yes,no,yes,yes,yes,yes,Two year,yes,Credit card (automatic),61.2,4390.25,2.0
0336-PIKEI,no,Male,1,yes,no,72,yes,no,DSL,Yes,yes,yes,yes,yes,no,Two year,no,Bank transfer (automatic),74.4,5360.75,2.5
0337-CNPZE,yes,Female,0,no,no,41,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,106.3,4443.45,3.5
0343-QLUZP,no,Male,0,no,no,60,no,no,DSL,Yes,yes,yes,no,no,no,Two year,no,Bank transfer (automatic),39.6,2424.5,1.3
0345-HKJVM,yes,Female,0,no,no,6,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,no,Electronic check,89.3,577.6,3.0
0345-XMMUG,no,Female,0,yes,no,46,yes,yes,Fiber optic,No,yes,yes,yes,yes,yes,Two year,yes,Credit card (automatic),108.9,4854.3,3.6
0347-UBKUZ,no,Female,0,no,no,15,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.9,320.45,0.7
0348-SDKOL,yes,Female,0,yes,no,58,yes,yes,Fiber optic,No,no,yes,yes,yes,yes,Month-to-month,yes,Credit card (automatic),102.1,5885.4,3.4
0354-VXMJC,no,Male,0,yes,yes,23,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.6,426.65,0.7
0354-WYROK,yes,Female,1,yes,yes,31,yes,no,Fiber optic,No,no,yes,yes,yes,yes,Month-to-month,yes,Electronic check,98.9,2911.3,3.3
0356-ERHVT,no,Male,0,yes,no,11,yes,no,DSL,No,no,no,no,no,no,Month-to-month,yes,Bank transfer (automatic),45.9,521.9,1.5
0356-OBMAC,no,Female,1,no,no,56,yes,yes,Fiber optic,No,yes,yes,yes,yes,no,Two year,yes,Bank transfer (automatic),99.9,5706.3,3.3
0357-NVCRI,no,Female,0,no,yes,25,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Credit card (automatic),20.05,471.7,0.7
0361-HJRDX,no,Female,0,no,no,68,no,no,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),64.35,4539.6,2.1
0362-RAOQO,no,Female,0,no,no,40,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.65,830.25,0.7
0362-ZBZWJ,yes,Male,0,no,no,36,yes,yes,Fiber optic,No,no,no,no,no,yes,Month-to-month,yes,Electronic check,84.9,3067.2,2.8
0363-QJVFX,yes,Male,0,no,no,32,yes,yes,Fiber optic,Yes,yes,no,yes,yes,yes,Month-to-month,yes,Credit card (automatic),108.15,3432.9,3.6
0363-SVHYR,no,Male,0,yes,yes,71,yes,yes,DSL,Yes,yes,yes,yes,yes,yes,Two year,no,Bank transfer (automatic),86.85,6263.8,2.9
0365-BZUWY,no,Male,0,yes,no,17,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Electronic check,102.55,1742.5,3.4
0365-GXEZS,no,Male,0,yes,no,18,yes,no,Fiber optic,No,no,yes,yes,no,no,Month-to-month,no,Electronic check,78.2,1468.75,2.6
0365-TRTPY,no,Female,0,no,no,37,yes,yes,Fiber optic,Yes,yes,yes,no,no,no,Month-to-month,no,Bank transfer (automatic),91.2,3382.3,3.0
0366-NQSHS,no,Male,0,no,no,2,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.35,46.35,0.6
0369-ZGOVK,no,Female,0,yes,yes,28,yes,no,Fiber optic,No,no,no,no,no,no,One year,yes,Bank transfer (automatic),70.4,1992.2,2.3
0373-AIVNJ,no,Male,0,no,no,9,no,no,DSL,Yes,yes,yes,no,no,no,One year,no,Mailed check,39.55,373.0,1.3
0374-AACSZ,no,Female,0,no,no,1,yes,no,DSL,Yes,no,no,no,no,no,Month-to-month,no,Electronic check,50.15,50.15,1.7
0374-FIUCA,no,Male,0,yes,no,65,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Credit card (automatic),20.4,1414.45,0.7
0374-IOEGQ,no,Female,0,no,no,3,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Electronic check,44.6,122.7,1.5
0375-HVGXO,yes,Female,0,no,no,1,no,no,DSL,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,34.7,34.7,1.2
0376-OIWME,no,Male,0,yes,no,36,yes,no,Fiber optic,Yes,no,no,no,yes,yes,Month-to-month,yes,Electronic check,93.6,3366.05,3.1
0376-YMCJC,yes,Male,0,no,no,23,yes,yes,Fiber optic,No,no,no,yes,yes,no,Month-to-month,yes,Electronic check,90.6,1943.2,3.0
0377-JBKKT,no,Male,0,yes,yes,22,yes,no,DSL,Yes,yes,no,yes,no,no,Month-to-month,yes,Mailed check,57.95,1271.8,1.9
0378-CJKPV,no,Female,0,yes,no,72,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,Two year,no,Credit card (automatic),112.1,7965.95,3.7
0378-NHQXU,yes,Female,0,yes,yes,17,yes,yes,Fiber optic,No,no,yes,no,yes,no,Month-to-month,no,Electronic check,88.25,1460.65,2.9
0378-TOVMS,yes,Female,0,no,no,3,yes,no,Fiber optic,No,no,no,yes,no,yes,Month-to-month,no,Electronic check,85.8,272.2,2.9
0378-XSZPU,yes,Male,0,yes,no,58,yes,no,DSL,Yes,yes,yes,no,no,no,One year,no,Credit card (automatic),60.3,3563.8,2.0
0379-DJQHR,no,Male,0,yes,yes,67,yes,no,DSL,Yes,yes,yes,no,yes,yes,Two year,no,Credit card (automatic),81.35,5398.6,2.7
0380-NEAVX,no,Male,1,no,no,34,yes,no,Fiber optic,No,yes,yes,no,yes,yes,One year,yes,Electronic check,99.85,3343.15,3.3
0380-ZCSBI,no,Male,0,no,no,10,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Credit card (automatic),20.0,198.7,0.7
0383-CLDDA,no,Female,0,no,no,69,yes,yes,DSL,Yes,no,yes,yes,yes,yes,Two year,yes,Credit card (automatic),85.35,5897.4,2.8
0384-LPITE,no,Male,0,no,no,40,no,no,DSL,Yes,yes,yes,no,yes,yes,One year,no,Credit card (automatic),62.05,2511.55,2.1
0384-RVBPI,no,Male,0,no,no,20,yes,no,DSL,Yes,no,yes,no,no,yes,Month-to-month,no,Credit card (automatic),64.4,1398.6,2.1
0386-CWRGM,no,Female,0,yes,yes,46,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Mailed check,19.4,967.85,0.6
0388-EOPEX,yes,Female,0,yes,no,2,yes,no,Fiber optic,Yes,no,no,no,no,no,Month-to-month,yes,Electronic check,74.4,139.4,2.5
0390-DCFDQ,yes,Female,1,yes,no,1,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Mailed check,70.45,70.45,2.3
0392-BZIUW,no,Female,0,yes,no,72,yes,yes,Fiber optic,Yes,no,yes,no,yes,yes,Two year,yes,Credit card (automatic),105.0,7589.8,3.5
0394-YONDK,no,Male,0,yes,yes,70,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),25.15,1790.15,0.8
0396-HUJBP,no,Female,0,no,no,2,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,19.3,44.4,0.6
0396-UKGAI,no,Male,0,no,yes,23,yes,no,DSL,No,yes,no,yes,no,no,Month-to-month,yes,Bank transfer (automatic),55.3,1284.2,1.8
0396-YCHWO,no,Male,0,yes,no,36,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Electronic check,95.4,3474.2,3.2
0397-GZBBC,yes,Male,1,yes,no,59,yes,yes,Fiber optic,No,no,no,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),93.85,5574.75,3.1
0397-ZXWQF,no,Male,0,no,no,67,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),20.5,1430.95,0.7
0401-WDBXM,no,Male,0,yes,yes,72,yes,yes,Fiber optic,Yes,no,yes,no,yes,yes,Two year,yes,Bank transfer (automatic),105.55,7542.25,3.5
0402-CQAJN,yes,Female,0,no,no,37,yes,yes,Fiber optic,No,yes,yes,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),101.9,3545.35,3.4
0402-OAMEN,no,Female,0,yes,yes,72,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),24.45,1709.1,0.8
0404-AHASP,no,Male,0,yes,no,72,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),19.7,1421.9,0.7
0404-SWRVG,yes,Male,0,no,no,3,yes,yes,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,74.4,229.55,2.5
0406-BPDVR,yes,Female,1,yes,no,54,yes,yes,Fiber optic,No,yes,no,no,yes,yes,One year,yes,Credit card (automatic),101.5,5373.1,3.4
0407-BDJKB,yes,Male,0,yes,no,60,yes,yes,Fiber optic,No,yes,yes,no,yes,no,Month-to-month,yes,Electronic check,95.75,5742.9,3.2
0409-WTMPL,no,Female,0,yes,no,58,yes,yes,Fiber optic,Yes,yes,yes,no,yes,yes,One year,yes,Credit card (automatic),110.65,6526.65,3.7
0410-IPFTY,no,Female,0,yes,no,31,yes,no,Fiber optic,No,yes,no,no,no,yes,Month-to-month,yes,Bank transfer (automatic),83.85,2674.15,2.8
0411-EZJZE,no,Female,0,no,no,3,yes,yes,DSL,No,no,no,no,yes,no,Month-to-month,yes,Electronic check,60.25,170.5,2.0
0412-UCCNP,no,Male,0,no,no,55,yes,no,DSL,Yes,no,yes,yes,no,no,Two year,yes,Electronic check,59.2,3175.85,2.0
0415-MOSGF,yes,Female,0,no,no,1,yes,no,DSL,No,no,no,no,no,no,Month-to-month,no,Mailed check,44.4,44.4,1.5
0419-YAAPX,no,Male,0,yes,no,49,yes,no,Fiber optic,No,yes,no,no,yes,no,Month-to-month,yes,Credit card (automatic),85.3,4297.95,2.8
0420-BWTPW,yes,Male,0,no,yes,8,no,no,DSL,No,no,no,no,no,no,Month-to-month,no,Mailed check,25.5,215.2,0.8
0420-HLGXF,no,Female,1,no,no,39,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,99.75,4036.0,3.3
0420-TXVSG,no,Male,0,yes,no,66,yes,yes,DSL,Yes,yes,yes,no,no,no,Two year,yes,Credit card (automatic),66.1,4428.45,2.2
0422-OHQHQ,no,Female,0,yes,yes,15,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,no,Mailed check,20.55,295.95,0.7
0422-UXFAP,no,Female,0,yes,no,51,yes,yes,Fiber optic,No,no,yes,no,yes,yes,One year,yes,Electronic check,98.85,4947.55,3.3
0423-UDIJQ,no,Male,1,no,no,9,yes,no,DSL,No,no,no,yes,no,no,Month-to-month,no,Mailed check,49.2,447.9,1.6
0426-TIRNE,yes,Female,0,no,no,1,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,no,Mailed check,20.9,20.9,0.7
0428-AXXLJ,no,Male,0,no,no,25,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,One year,yes,Bank transfer (automatic),19.5,516.3,0.6
0428-IKYCP,no,Male,0,yes,no,22,yes,no,Fiber optic,No,no,yes,no,yes,no,Month-to-month,yes,Bank transfer (automatic),87.0,1850.65,2.9
0430-IHCDJ,no,Male,0,no,no,15,yes,yes,DSL,No,no,no,no,no,no,Month-to-month,yes,Electronic check,49.0,749.25,1.6
0431-APWVY,yes,Female,0,yes,yes,28,yes,no,Fiber optic,No,no,no,no,yes,yes,One year,yes,Bank transfer (automatic),90.1,2598.95,3.0
0432-CAJZV,no,Male,0,no,no,3,yes,no,Fiber optic,No,no,no,no,yes,yes,Month-to-month,no,Mailed check,90.7,237.65,3.0
0434-CSFON,no,Female,0,yes,no,47,yes,yes,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,100.5,4707.1,3.4
0436-TWFFZ,no,Female,0,no,no,67,yes,yes,DSL,Yes,no,yes,yes,yes,yes,Two year,yes,Mailed check,85.25,5714.2,2.8
0439-IFYUN,no,Female,1,no,no,18,yes,no,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Electronic check,74.7,1294.6,2.5
0440-EKDCF,no,Male,0,yes,no,62,yes,no,DSL,No,yes,yes,yes,no,no,Two year,yes,Credit card (automatic),60.15,3753.2,2.0
0440-MOGPM,no,Female,0,no,no,41,yes,yes,DSL,No,yes,yes,no,yes,yes,One year,yes,Electronic check,80.55,3263.9,2.7
0440-QEXBZ,no,Female,0,no,no,44,yes,yes,DSL,No,no,no,no,no,no,Month-to-month,yes,Mailed check,50.15,2139.1,1.7
0440-UEDAI,no,Female,0,no,no,53,yes,no,Fiber optic,No,yes,yes,yes,no,yes,One year,yes,Credit card (automatic),94.45,5042.75,3.1
0442-TDYUO,no,Male,0,yes,no,48,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,yes,Mailed check,20.05,1036.0,0.7
0442-ZXKVS,no,Female,1,yes,no,54,yes,yes,Fiber optic,Yes,yes,yes,yes,yes,yes,One year,yes,Bank transfer (automatic),115.6,6431.05,3.9
0447-BEMNG,yes,Female,0,yes,no,48,no,no,DSL,Yes,no,yes,no,no,yes,Month-to-month,yes,Bank transfer (automatic),45.3,2145.0,1.5
0447-RXSGD,no,Male,0,no,no,24,yes,yes,Fiber optic,No,yes,no,no,yes,yes,Month-to-month,yes,Bank transfer (automatic),99.65,2404.85,3.3
0454-OKRCT,no,Male,0,no,no,33,yes,no,Fiber optic,No,yes,no,yes,no,no,Two year,no,Bank transfer (automatic),80.6,2651.1,2.7
0455-ENTCR,no,Male,0,yes,no,66,yes,yes,DSL,Yes,yes,no,yes,yes,yes,Two year,no,Electronic check,85.25,5538.35,2.8
0455-XFASS,no,Female,0,yes,yes,3,yes,no,Fiber optic,No,no,no,no,no,no,Month-to-month,yes,Electronic check,69.55,200.2,2.3
0458-HEUZG,no,Female,0,no,no,13,no,no,DSL,No,no,yes,yes,no,no,Two year,no,Mailed check,35.4,450.4,1.2
0459-SPZHJ,no,Male,0,yes,yes,63,yes,yes,DSL,Yes,yes,yes,no,yes,yes,Two year,no,Credit card (automatic),83.5,5435.0,2.8
0461-CVKMU,yes,Female,0,yes,yes,23,yes,no,Fiber optic,No,yes,yes,yes,no,no,Month-to-month,no,Electronic check,83.8,1900.25,2.8
0463-TXOAK,no,Male,0,no,yes,52,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),25.6,1334.5,0.9
0463-WZZKO,no,Male,0,no,no,3,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Month-to-month,yes,Credit card (automatic),20.75,67.1,0.7
0463-ZSDNT,no,Male,0,no,no,10,yes,no,DSL,No,no,no,no,no,yes,Month-to-month,yes,Bank transfer (automatic),56.75,503.25,1.9
0464-WJTKO,no,Female,0,yes,yes,72,yes,no,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Bank transfer (automatic),20.1,1460.85,0.7
0468-YRPXN,no,Male,0,no,no,29,yes,no,Fiber optic,No,no,yes,yes,yes,yes,Month-to-month,yes,Credit card (automatic),98.8,2807.1,3.3
0471-ARVMX,no,Female,1,yes,no,62,yes,yes,Fiber optic,Yes,no,yes,no,yes,yes,One year,yes,Electronic check,104.85,6312.9,3.5
0471-LVHGK,yes,Male,0,yes,no,41,yes,yes,DSL,No,no,yes,no,yes,yes,One year,yes,Electronic check,73.0,3001.2,2.4
0475-RIJEP,yes,Male,0,no,no,43,yes,yes,Fiber optic,No,yes,no,no,no,no,Month-to-month,yes,Electronic check,77.85,3365.85,2.6
0479-HMSWA,no,Female,0,no,yes,26,yes,no,Fiber optic,No,yes,yes,yes,yes,yes,Two year,yes,Electronic check,105.45,2715.3,3.5
0480-BIXDE,no,Female,0,yes,no,19,yes,no,Fiber optic,No,no,yes,no,yes,yes,Month-to-month,yes,Electronic check,96.8,1743.05,3.2
0480-KYJVA,no,Female,0,yes,yes,72,yes,yes,No,No internet service,no internet service,no internet service,no internet service,no internet service,no internet service,Two year,no,Credit card (automatic),24.25,1784.5,0.8
